"relyr" "recyr" "relarea" "recarea" "lrel" "T" "R"
2003 2007 2 2 17 10 0
2004 2007 2 2 17 4 0
2005 2007 2 2 17 10 0
1995 2008 2 2 17 19 0
1996 2008 2 2 17 6 0
1998 2008 2 2 17 34 0
1999 2008 2 2 17 11 0
2000 2008 2 2 17 2 0
2003 2008 2 2 17 10 1
2004 2008 2 2 17 4 0
2005 2008 2 2 17 10 0
2007 2008 2 2 17 13 3
1995 2009 2 2 17 19 0
1996 2009 2 2 17 6 0
1998 2009 2 2 17 34 0
1999 2009 2 2 17 11 0
2000 2009 2 2 17 2 0
2003 2009 2 2 17 10 0
2004 2009 2 2 17 4 0
2005 2009 2 2 17 10 0
2007 2009 2 2 17 13 0
2008 2009 2 2 17 14 0
1995 2010 2 2 17 19 0
1996 2010 2 2 17 6 0
1998 2010 2 2 17 34 0
1999 2010 2 2 17 11 0
2000 2010 2 2 17 2 0
2003 2010 2 2 17 10 0
2004 2010 2 2 17 4 0
2005 2010 2 2 17 10 0
2007 2010 2 2 17 13 0
2008 2010 2 2 17 14 0
2009 2010 2 2 17 57 6
1995 2011 2 2 17 19 0
1996 2011 2 2 17 6 0
1998 2011 2 2 17 34 0
1999 2011 2 2 17 11 0
2000 2011 2 2 17 2 0
2003 2011 2 2 17 10 0
2004 2011 2 2 17 4 0
2005 2011 2 2 17 10 0
2007 2011 2 2 17 13 0
2008 2011 2 2 17 14 1
2009 2011 2 2 17 57 6
2010 2011 2 2 17 160 4
1995 2012 2 2 17 19 0
1996 2012 2 2 17 6 0
1998 2012 2 2 17 34 0
1999 2012 2 2 17 11 0
2000 2012 2 2 17 2 0
2003 2012 2 2 17 10 0
2004 2012 2 2 17 4 0
2005 2012 2 2 17 10 0
2007 2012 2 2 17 13 0
2008 2012 2 2 17 14 1
2009 2012 2 2 17 57 1
2010 2012 2 2 17 160 15
2011 2012 2 2 17 33 0
1995 2013 2 2 17 19 0
1996 2013 2 2 17 6 0
1998 2013 2 2 17 34 0
1999 2013 2 2 17 11 0
2000 2013 2 2 17 2 0
2003 2013 2 2 17 10 0
2004 2013 2 2 17 4 0
2005 2013 2 2 17 10 0
2007 2013 2 2 17 13 0
2008 2013 2 2 17 14 0
2009 2013 2 2 17 57 1
2010 2013 2 2 17 160 9
2011 2013 2 2 17 33 3
2012 2013 2 2 17 47 5
1995 2014 2 2 17 19 0
1996 2014 2 2 17 6 0
1998 2014 2 2 17 34 0
1999 2014 2 2 17 11 0
2000 2014 2 2 17 2 0
2003 2014 2 2 17 10 0
2004 2014 2 2 17 4 0
2005 2014 2 2 17 10 0
2007 2014 2 2 17 13 0
2008 2014 2 2 17 14 0
2009 2014 2 2 17 57 0
2010 2014 2 2 17 160 0
2011 2014 2 2 17 33 0
2012 2014 2 2 17 47 1
2013 2014 2 2 17 48 0
1995 2015 2 2 17 19 0
1996 2015 2 2 17 6 0
1998 2015 2 2 17 34 0
1999 2015 2 2 17 11 0
2000 2015 2 2 17 2 0
2003 2015 2 2 17 10 0
2004 2015 2 2 17 4 0
2005 2015 2 2 17 10 0
2007 2015 2 2 17 13 0
2008 2015 2 2 17 14 0
2009 2015 2 2 17 57 0
2010 2015 2 2 17 160 0
2011 2015 2 2 17 33 1
2012 2015 2 2 17 47 0
2013 2015 2 2 17 48 2
2014 2015 2 2 17 6 0
1995 2016 2 2 17 19 0
1996 2016 2 2 17 6 0
1998 2016 2 2 17 34 0
1999 2016 2 2 17 11 0
2000 2016 2 2 17 2 0
2003 2016 2 2 17 10 0
2004 2016 2 2 17 4 0
2005 2016 2 2 17 10 0
2007 2016 2 2 17 13 0
2008 2016 2 2 17 14 0
2009 2016 2 2 17 57 0
2010 2016 2 2 17 160 2
2011 2016 2 2 17 33 0
2012 2016 2 2 17 47 0
2013 2016 2 2 17 48 0
2014 2016 2 2 17 6 1
2015 2016 2 2 17 19 0
1995 2017 2 2 17 19 0
1996 2017 2 2 17 6 0
1998 2017 2 2 17 34 0
1999 2017 2 2 17 11 0
2000 2017 2 2 17 2 0
2003 2017 2 2 17 10 0
2004 2017 2 2 17 4 0
2005 2017 2 2 17 10 0
2007 2017 2 2 17 13 0
2008 2017 2 2 17 14 0
2009 2017 2 2 17 57 0
2010 2017 2 2 17 160 2
2011 2017 2 2 17 33 0
2012 2017 2 2 17 47 1
2013 2017 2 2 17 48 3
2014 2017 2 2 17 6 0
2015 2017 2 2 17 19 0
2016 2017 2 2 17 55 4
1995 2018 2 2 17 19 0
1996 2018 2 2 17 6 0
1998 2018 2 2 17 34 0
1999 2018 2 2 17 11 0
2000 2018 2 2 17 2 0
2003 2018 2 2 17 10 0
2004 2018 2 2 17 4 0
2005 2018 2 2 17 10 0
2007 2018 2 2 17 13 0
2008 2018 2 2 17 14 0
2009 2018 2 2 17 57 0
2010 2018 2 2 17 160 1
2011 2018 2 2 17 33 0
2012 2018 2 2 17 47 0
2013 2018 2 2 17 48 1
2014 2018 2 2 17 6 0
2015 2018 2 2 17 19 1
2016 2018 2 2 17 55 3
2017 2018 2 2 17 39 4
1995 2019 2 2 17 19 0
1996 2019 2 2 17 6 0
1998 2019 2 2 17 34 0
1999 2019 2 2 17 11 0
2000 2019 2 2 17 2 0
2003 2019 2 2 17 10 0
2004 2019 2 2 17 4 0
2005 2019 2 2 17 10 0
2007 2019 2 2 17 13 0
2008 2019 2 2 17 14 0
2009 2019 2 2 17 57 0
2010 2019 2 2 17 160 0
2011 2019 2 2 17 33 0
2012 2019 2 2 17 47 0
2013 2019 2 2 17 48 0
2014 2019 2 2 17 6 0
2015 2019 2 2 17 19 0
2016 2019 2 2 17 55 0
2017 2019 2 2 17 39 1
2018 2019 2 2 17 22 4
1995 2020 2 2 17 19 0
1996 2020 2 2 17 6 0
1998 2020 2 2 17 34 0
1999 2020 2 2 17 11 0
2000 2020 2 2 17 2 0
2003 2020 2 2 17 10 0
2004 2020 2 2 17 4 0
2005 2020 2 2 17 10 0
2007 2020 2 2 17 13 0
2008 2020 2 2 17 14 0
2009 2020 2 2 17 57 0
2010 2020 2 2 17 160 0
2011 2020 2 2 17 33 0
2012 2020 2 2 17 47 0
2013 2020 2 2 17 48 0
2014 2020 2 2 17 6 0
2015 2020 2 2 17 19 0
2016 2020 2 2 17 55 1
2017 2020 2 2 17 39 0
2018 2020 2 2 17 22 0
2019 2020 2 2 17 28 2
1996 1997 1 1 18 5 0
1996 1998 1 1 18 5 0
1997 1998 1 1 18 20 0
1996 1999 1 1 18 5 0
1997 1999 1 1 18 20 0
1998 1999 1 1 18 1 0
1996 2000 1 1 18 5 0
1997 2000 1 1 18 20 0
1998 2000 1 1 18 1 0
1996 2001 1 1 18 5 0
1997 2001 1 1 18 20 0
1998 2001 1 1 18 1 0
1996 2002 1 1 18 5 0
1997 2002 1 1 18 20 0
1998 2002 1 1 18 1 0
1996 2003 1 1 18 5 0
1997 2003 1 1 18 20 0
1998 2003 1 1 18 1 0
1996 2004 1 1 18 5 0
1997 2004 1 1 18 20 0
1998 2004 1 1 18 1 0
1996 2005 1 1 18 5 0
1997 2005 1 1 18 20 0
1998 2005 1 1 18 1 0
1996 2006 1 1 18 5 0
1997 2006 1 1 18 20 0
1998 2006 1 1 18 1 0
1996 2007 1 1 18 5 0
1997 2007 1 1 18 20 0
1998 2007 1 1 18 1 0
1996 2008 1 1 18 5 0
1997 2008 1 1 18 20 0
1998 2008 1 1 18 1 0
1996 2009 1 1 18 5 0
1997 2009 1 1 18 20 0
1998 2009 1 1 18 1 0
1996 2010 1 1 18 5 0
1997 2010 1 1 18 20 0
1998 2010 1 1 18 1 0
2009 2010 1 1 18 2 0
1996 2011 1 1 18 5 0
1997 2011 1 1 18 20 0
1998 2011 1 1 18 1 0
2009 2011 1 1 18 2 0
1996 2012 1 1 18 5 0
1997 2012 1 1 18 20 0
1998 2012 1 1 18 1 0
2009 2012 1 1 18 2 0
2011 2012 1 1 18 5 0
1996 2013 1 1 18 5 0
1997 2013 1 1 18 20 0
1998 2013 1 1 18 1 0
2009 2013 1 1 18 2 0
2011 2013 1 1 18 5 0
2012 2013 1 1 18 7 0
1996 2014 1 1 18 5 0
1997 2014 1 1 18 20 0
1998 2014 1 1 18 1 0
2009 2014 1 1 18 2 0
2011 2014 1 1 18 5 0
2012 2014 1 1 18 7 0
2013 2014 1 1 18 1 0
1996 2015 1 1 18 5 0
1997 2015 1 1 18 20 0
1998 2015 1 1 18 1 0
2009 2015 1 1 18 2 0
2011 2015 1 1 18 5 0
2012 2015 1 1 18 7 0
2013 2015 1 1 18 1 0
2014 2015 1 1 18 11 0
1996 2016 1 1 18 5 0
1997 2016 1 1 18 20 0
1998 2016 1 1 18 1 0
2009 2016 1 1 18 2 0
2011 2016 1 1 18 5 0
2012 2016 1 1 18 7 0
2013 2016 1 1 18 1 0
2014 2016 1 1 18 11 0
2015 2016 1 1 18 9 0
1996 2017 1 1 18 5 0
1997 2017 1 1 18 20 0
1998 2017 1 1 18 1 0
2009 2017 1 1 18 2 0
2011 2017 1 1 18 5 0
2012 2017 1 1 18 7 0
2013 2017 1 1 18 1 0
2014 2017 1 1 18 11 0
2015 2017 1 1 18 9 0
2016 2017 1 1 18 9 0
1996 2018 1 1 18 5 0
1997 2018 1 1 18 20 0
1998 2018 1 1 18 1 0
2009 2018 1 1 18 2 0
2011 2018 1 1 18 5 0
2012 2018 1 1 18 7 0
2013 2018 1 1 18 1 0
2014 2018 1 1 18 11 0
2015 2018 1 1 18 9 0
2016 2018 1 1 18 9 1
2017 2018 1 1 18 1 0
1996 2019 1 1 18 5 0
1997 2019 1 1 18 20 0
1998 2019 1 1 18 1 0
2009 2019 1 1 18 2 0
2011 2019 1 1 18 5 0
2012 2019 1 1 18 7 0
2013 2019 1 1 18 1 0
2014 2019 1 1 18 11 0
2015 2019 1 1 18 9 0
2016 2019 1 1 18 9 0
2017 2019 1 1 18 1 0
2018 2019 1 1 18 3 0
1996 2020 1 1 18 5 0
1997 2020 1 1 18 20 0
1998 2020 1 1 18 1 0
2009 2020 1 1 18 2 0
2011 2020 1 1 18 5 0
2012 2020 1 1 18 7 0
2013 2020 1 1 18 1 0
2014 2020 1 1 18 11 0
2015 2020 1 1 18 9 0
2016 2020 1 1 18 9 0
2017 2020 1 1 18 1 0
2018 2020 1 1 18 3 0
2019 2020 1 1 18 11 0
1995 1996 2 1 18 1 0
1995 1997 2 1 18 1 0
1996 1997 2 1 18 2 0
1995 1998 2 1 18 1 0
1996 1998 2 1 18 2 0
1995 1999 2 1 18 1 0
1996 1999 2 1 18 2 0
1998 1999 2 1 18 9 0
1995 2000 2 1 18 1 0
1996 2000 2 1 18 2 0
1998 2000 2 1 18 9 0
1999 2000 2 1 18 11 0
1995 2001 2 1 18 1 0
1996 2001 2 1 18 2 0
1998 2001 2 1 18 9 0
1999 2001 2 1 18 11 0
1995 2002 2 1 18 1 0
1996 2002 2 1 18 2 0
1998 2002 2 1 18 9 0
1999 2002 2 1 18 11 0
1995 2003 2 1 18 1 0
1996 2003 2 1 18 2 0
1998 2003 2 1 18 9 0
1999 2003 2 1 18 11 0
1995 2004 2 1 18 1 0
1996 2004 2 1 18 2 0
1998 2004 2 1 18 9 0
1999 2004 2 1 18 11 0
2003 2004 2 1 18 3 0
1995 2005 2 1 18 1 0
1996 2005 2 1 18 2 0
1998 2005 2 1 18 9 0
1999 2005 2 1 18 11 0
2003 2005 2 1 18 3 0
2004 2005 2 1 18 2 0
1995 2006 2 1 18 1 0
1996 2006 2 1 18 2 0
1998 2006 2 1 18 9 0
1999 2006 2 1 18 11 0
2003 2006 2 1 18 3 0
2004 2006 2 1 18 2 0
2005 2006 2 1 18 5 0
1995 2007 2 1 18 1 0
1996 2007 2 1 18 2 0
1998 2007 2 1 18 9 0
1999 2007 2 1 18 11 0
2003 2007 2 1 18 3 0
2004 2007 2 1 18 2 0
2005 2007 2 1 18 5 0
2006 2007 2 1 18 1 0
1995 2008 2 1 18 1 0
1996 2008 2 1 18 2 0
1998 2008 2 1 18 9 0
1999 2008 2 1 18 11 0
2003 2008 2 1 18 3 0
2004 2008 2 1 18 2 0
2005 2008 2 1 18 5 0
2006 2008 2 1 18 1 0
2007 2008 2 1 18 2 0
1995 2009 2 1 18 1 0
1996 2009 2 1 18 2 0
1998 2009 2 1 18 9 0
1999 2009 2 1 18 11 0
2003 2009 2 1 18 3 0
2004 2009 2 1 18 2 0
2005 2009 2 1 18 5 0
2006 2009 2 1 18 1 0
2007 2009 2 1 18 2 0
2008 2009 2 1 18 9 0
1995 2010 2 1 18 1 0
1996 2010 2 1 18 2 0
1998 2010 2 1 18 9 0
1999 2010 2 1 18 11 0
2003 2010 2 1 18 3 0
2004 2010 2 1 18 2 0
2005 2010 2 1 18 5 0
2006 2010 2 1 18 1 0
2007 2010 2 1 18 2 0
2008 2010 2 1 18 9 0
2009 2010 2 1 18 40 0
1995 2011 2 1 18 1 0
1996 2011 2 1 18 2 0
1998 2011 2 1 18 9 0
1999 2011 2 1 18 11 0
2003 2011 2 1 18 3 0
2004 2011 2 1 18 2 0
2005 2011 2 1 18 5 0
2006 2011 2 1 18 1 0
2007 2011 2 1 18 2 0
2008 2011 2 1 18 9 0
2009 2011 2 1 18 40 0
2010 2011 2 1 18 72 0
1995 2012 2 1 18 1 0
1996 2012 2 1 18 2 0
1998 2012 2 1 18 9 0
1999 2012 2 1 18 11 0
2003 2012 2 1 18 3 0
2004 2012 2 1 18 2 0
2005 2012 2 1 18 5 0
2006 2012 2 1 18 1 0
2007 2012 2 1 18 2 0
2008 2012 2 1 18 9 0
2009 2012 2 1 18 40 0
2010 2012 2 1 18 72 0
2011 2012 2 1 18 6 0
1995 2013 2 1 18 1 0
1996 2013 2 1 18 2 0
1998 2013 2 1 18 9 0
1999 2013 2 1 18 11 0
2003 2013 2 1 18 3 0
2004 2013 2 1 18 2 0
2005 2013 2 1 18 5 0
2006 2013 2 1 18 1 0
2007 2013 2 1 18 2 0
2008 2013 2 1 18 9 0
2009 2013 2 1 18 40 0
2010 2013 2 1 18 72 0
2011 2013 2 1 18 6 0
2012 2013 2 1 18 45 1
1995 2014 2 1 18 1 0
1996 2014 2 1 18 2 0
1998 2014 2 1 18 9 0
1999 2014 2 1 18 11 0
2003 2014 2 1 18 3 0
2004 2014 2 1 18 2 0
2005 2014 2 1 18 5 0
2006 2014 2 1 18 1 0
2007 2014 2 1 18 2 0
2008 2014 2 1 18 9 0
2009 2014 2 1 18 40 0
2010 2014 2 1 18 72 0
2011 2014 2 1 18 6 0
2012 2014 2 1 18 45 0
2013 2014 2 1 18 19 0
1995 2015 2 1 18 1 0
1996 2015 2 1 18 2 0
1998 2015 2 1 18 9 0
1999 2015 2 1 18 11 0
2003 2015 2 1 18 3 0
2004 2015 2 1 18 2 0
2005 2015 2 1 18 5 0
2006 2015 2 1 18 1 0
2007 2015 2 1 18 2 0
2008 2015 2 1 18 9 0
2009 2015 2 1 18 40 0
2010 2015 2 1 18 72 0
2011 2015 2 1 18 6 0
2012 2015 2 1 18 45 0
2013 2015 2 1 18 19 0
2014 2015 2 1 18 8 0
1995 2016 2 1 18 1 0
1996 2016 2 1 18 2 0
1998 2016 2 1 18 9 0
1999 2016 2 1 18 11 0
2003 2016 2 1 18 3 0
2004 2016 2 1 18 2 0
2005 2016 2 1 18 5 0
2006 2016 2 1 18 1 0
2007 2016 2 1 18 2 0
2008 2016 2 1 18 9 0
2009 2016 2 1 18 40 0
2010 2016 2 1 18 72 0
2011 2016 2 1 18 6 0
2012 2016 2 1 18 45 0
2013 2016 2 1 18 19 0
2014 2016 2 1 18 8 0
2015 2016 2 1 18 25 0
1995 2017 2 1 18 1 0
1996 2017 2 1 18 2 0
1998 2017 2 1 18 9 0
1999 2017 2 1 18 11 0
2003 2017 2 1 18 3 0
2004 2017 2 1 18 2 0
2005 2017 2 1 18 5 0
2006 2017 2 1 18 1 0
2007 2017 2 1 18 2 0
2008 2017 2 1 18 9 0
2009 2017 2 1 18 40 0
2010 2017 2 1 18 72 0
2011 2017 2 1 18 6 0
2012 2017 2 1 18 45 0
2013 2017 2 1 18 19 0
2014 2017 2 1 18 8 0
2015 2017 2 1 18 25 0
2016 2017 2 1 18 24 0
1995 2018 2 1 18 1 0
1996 2018 2 1 18 2 0
1998 2018 2 1 18 9 0
1999 2018 2 1 18 11 0
2003 2018 2 1 18 3 0
2004 2018 2 1 18 2 0
2005 2018 2 1 18 5 0
2006 2018 2 1 18 1 0
2007 2018 2 1 18 2 0
2008 2018 2 1 18 9 0
2009 2018 2 1 18 40 0
2010 2018 2 1 18 72 0
2011 2018 2 1 18 6 0
2012 2018 2 1 18 45 0
2013 2018 2 1 18 19 0
2014 2018 2 1 18 8 0
2015 2018 2 1 18 25 0
2016 2018 2 1 18 24 0
2017 2018 2 1 18 17 0
1995 2019 2 1 18 1 0
1996 2019 2 1 18 2 0
1998 2019 2 1 18 9 0
1999 2019 2 1 18 11 0
2003 2019 2 1 18 3 0
2004 2019 2 1 18 2 0
2005 2019 2 1 18 5 0
2006 2019 2 1 18 1 0
2007 2019 2 1 18 2 0
2008 2019 2 1 18 9 0
2009 2019 2 1 18 40 0
2010 2019 2 1 18 72 0
2011 2019 2 1 18 6 0
2012 2019 2 1 18 45 0
2013 2019 2 1 18 19 0
2014 2019 2 1 18 8 0
2015 2019 2 1 18 25 0
2016 2019 2 1 18 24 0
2017 2019 2 1 18 17 0
2018 2019 2 1 18 12 0
1995 2020 2 1 18 1 0
1996 2020 2 1 18 2 0
1998 2020 2 1 18 9 0
1999 2020 2 1 18 11 0
2003 2020 2 1 18 3 0
2004 2020 2 1 18 2 0
2005 2020 2 1 18 5 0
2006 2020 2 1 18 1 0
2007 2020 2 1 18 2 0
2008 2020 2 1 18 9 0
2009 2020 2 1 18 40 0
2010 2020 2 1 18 72 0
2011 2020 2 1 18 6 0
2012 2020 2 1 18 45 0
2013 2020 2 1 18 19 0
2014 2020 2 1 18 8 0
2015 2020 2 1 18 25 0
2016 2020 2 1 18 24 0
2017 2020 2 1 18 17 0
2018 2020 2 1 18 12 0
2019 2020 2 1 18 13 0
1996 1997 1 2 18 5 0
1996 1998 1 2 18 5 0
1997 1998 1 2 18 20 0
1996 1999 1 2 18 5 0
1997 1999 1 2 18 20 0
1998 1999 1 2 18 1 0
1996 2000 1 2 18 5 0
1997 2000 1 2 18 20 0
1998 2000 1 2 18 1 0
1996 2001 1 2 18 5 0
1997 2001 1 2 18 20 0
1998 2001 1 2 18 1 0
1996 2002 1 2 18 5 0
1997 2002 1 2 18 20 0
1998 2002 1 2 18 1 0
1996 2003 1 2 18 5 0
1997 2003 1 2 18 20 0
1998 2003 1 2 18 1 0
1996 2004 1 2 18 5 0
1997 2004 1 2 18 20 0
1998 2004 1 2 18 1 0
1996 2005 1 2 18 5 0
1997 2005 1 2 18 20 0
1998 2005 1 2 18 1 0
1996 2006 1 2 18 5 0
1997 2006 1 2 18 20 0
1998 2006 1 2 18 1 0
1996 2007 1 2 18 5 0
1997 2007 1 2 18 20 0
1998 2007 1 2 18 1 0
1996 2008 1 2 18 5 0
1997 2008 1 2 18 20 0
1998 2008 1 2 18 1 0
1996 2009 1 2 18 5 0
1997 2009 1 2 18 20 0
1998 2009 1 2 18 1 0
1996 2010 1 2 18 5 0
1997 2010 1 2 18 20 0
1998 2010 1 2 18 1 0
2009 2010 1 2 18 2 0
1996 2011 1 2 18 5 0
1997 2011 1 2 18 20 0
1998 2011 1 2 18 1 0
2009 2011 1 2 18 2 0
1996 2012 1 2 18 5 0
1997 2012 1 2 18 20 0
1998 2012 1 2 18 1 0
2009 2012 1 2 18 2 0
2011 2012 1 2 18 5 0
1996 2013 1 2 18 5 0
1997 2013 1 2 18 20 0
1998 2013 1 2 18 1 0
2009 2013 1 2 18 2 0
2011 2013 1 2 18 5 0
2012 2013 1 2 18 7 0
1996 2014 1 2 18 5 0
1997 2014 1 2 18 20 0
1998 2014 1 2 18 1 0
2009 2014 1 2 18 2 0
2011 2014 1 2 18 5 0
2012 2014 1 2 18 7 0
2013 2014 1 2 18 1 0
1996 2015 1 2 18 5 0
1997 2015 1 2 18 20 0
1998 2015 1 2 18 1 0
2009 2015 1 2 18 2 0
2011 2015 1 2 18 5 0
2012 2015 1 2 18 7 0
2013 2015 1 2 18 1 0
2014 2015 1 2 18 11 0
1996 2016 1 2 18 5 0
1997 2016 1 2 18 20 0
1998 2016 1 2 18 1 0
2009 2016 1 2 18 2 0
2011 2016 1 2 18 5 0
2012 2016 1 2 18 7 0
2013 2016 1 2 18 1 0
2014 2016 1 2 18 11 0
2015 2016 1 2 18 9 0
1996 2017 1 2 18 5 0
1997 2017 1 2 18 20 0
1998 2017 1 2 18 1 0
2009 2017 1 2 18 2 0
2011 2017 1 2 18 5 0
2012 2017 1 2 18 7 0
2013 2017 1 2 18 1 0
2014 2017 1 2 18 11 0
2015 2017 1 2 18 9 0
2016 2017 1 2 18 9 0
1996 2018 1 2 18 5 0
1997 2018 1 2 18 20 0
1998 2018 1 2 18 1 0
2009 2018 1 2 18 2 0
2011 2018 1 2 18 5 0
2012 2018 1 2 18 7 0
2013 2018 1 2 18 1 0
2014 2018 1 2 18 11 0
2015 2018 1 2 18 9 0
2016 2018 1 2 18 9 0
2017 2018 1 2 18 1 0
1996 2019 1 2 18 5 0
1997 2019 1 2 18 20 0
1998 2019 1 2 18 1 0
2009 2019 1 2 18 2 0
2011 2019 1 2 18 5 0
2012 2019 1 2 18 7 0
2013 2019 1 2 18 1 0
2014 2019 1 2 18 11 0
2015 2019 1 2 18 9 0
2016 2019 1 2 18 9 0
2017 2019 1 2 18 1 0
2018 2019 1 2 18 3 0
1996 2020 1 2 18 5 0
1997 2020 1 2 18 20 0
1998 2020 1 2 18 1 0
2009 2020 1 2 18 2 0
2011 2020 1 2 18 5 0
2012 2020 1 2 18 7 0
2013 2020 1 2 18 1 0
2014 2020 1 2 18 11 0
2015 2020 1 2 18 9 0
2016 2020 1 2 18 9 0
2017 2020 1 2 18 1 0
2018 2020 1 2 18 3 0
2019 2020 1 2 18 11 0
1995 1996 2 2 18 1 0
1995 1997 2 2 18 1 0
1996 1997 2 2 18 2 1
1995 1998 2 2 18 1 0
1996 1998 2 2 18 2 0
1995 1999 2 2 18 1 0
1996 1999 2 2 18 2 0
1998 1999 2 2 18 9 0
1995 2000 2 2 18 1 0
1996 2000 2 2 18 2 0
1998 2000 2 2 18 9 0
1999 2000 2 2 18 11 0
1995 2001 2 2 18 1 0
1996 2001 2 2 18 2 0
1998 2001 2 2 18 9 0
1999 2001 2 2 18 11 0
1995 2002 2 2 18 1 0
1996 2002 2 2 18 2 0
1998 2002 2 2 18 9 0
1999 2002 2 2 18 11 0
1995 2003 2 2 18 1 0
1996 2003 2 2 18 2 0
1998 2003 2 2 18 9 0
1999 2003 2 2 18 11 0
1995 2004 2 2 18 1 0
1996 2004 2 2 18 2 0
1998 2004 2 2 18 9 0
1999 2004 2 2 18 11 0
2003 2004 2 2 18 3 0
1995 2005 2 2 18 1 0
1996 2005 2 2 18 2 0
1998 2005 2 2 18 9 0
1999 2005 2 2 18 11 0
2003 2005 2 2 18 3 0
2004 2005 2 2 18 2 1
1995 2006 2 2 18 1 0
1996 2006 2 2 18 2 0
1998 2006 2 2 18 9 0
1999 2006 2 2 18 11 0
2003 2006 2 2 18 3 0
2004 2006 2 2 18 2 0
2005 2006 2 2 18 5 1
1995 2007 2 2 18 1 0
1996 2007 2 2 18 2 0
1998 2007 2 2 18 9 0
1999 2007 2 2 18 11 0
2003 2007 2 2 18 3 0
2004 2007 2 2 18 2 0
2005 2007 2 2 18 5 0
2006 2007 2 2 18 1 0
1995 2008 2 2 18 1 0
1996 2008 2 2 18 2 0
1998 2008 2 2 18 9 0
1999 2008 2 2 18 11 0
2003 2008 2 2 18 3 0
2004 2008 2 2 18 2 0
2005 2008 2 2 18 5 0
2006 2008 2 2 18 1 0
2007 2008 2 2 18 2 0
1995 2009 2 2 18 1 0
1996 2009 2 2 18 2 0
1998 2009 2 2 18 9 0
1999 2009 2 2 18 11 0
2003 2009 2 2 18 3 0
2004 2009 2 2 18 2 0
2005 2009 2 2 18 5 0
2006 2009 2 2 18 1 0
2007 2009 2 2 18 2 0
2008 2009 2 2 18 9 1
1995 2010 2 2 18 1 0
1996 2010 2 2 18 2 0
1998 2010 2 2 18 9 0
1999 2010 2 2 18 11 0
2003 2010 2 2 18 3 0
2004 2010 2 2 18 2 0
2005 2010 2 2 18 5 0
2006 2010 2 2 18 1 0
2007 2010 2 2 18 2 0
2008 2010 2 2 18 9 0
2009 2010 2 2 18 40 4
1995 2011 2 2 18 1 0
1996 2011 2 2 18 2 0
1998 2011 2 2 18 9 0
1999 2011 2 2 18 11 0
2003 2011 2 2 18 3 0
2004 2011 2 2 18 2 0
2005 2011 2 2 18 5 0
2006 2011 2 2 18 1 0
2007 2011 2 2 18 2 0
2008 2011 2 2 18 9 0
2009 2011 2 2 18 40 0
2010 2011 2 2 18 72 6
1995 2012 2 2 18 1 0
1996 2012 2 2 18 2 0
1998 2012 2 2 18 9 0
1999 2012 2 2 18 11 0
2003 2012 2 2 18 3 0
2004 2012 2 2 18 2 0
2005 2012 2 2 18 5 0
2006 2012 2 2 18 1 0
2007 2012 2 2 18 2 0
2008 2012 2 2 18 9 0
2009 2012 2 2 18 40 1
2010 2012 2 2 18 72 3
2011 2012 2 2 18 6 1
1995 2013 2 2 18 1 0
1996 2013 2 2 18 2 0
1998 2013 2 2 18 9 0
1999 2013 2 2 18 11 0
2003 2013 2 2 18 3 0
2004 2013 2 2 18 2 0
2005 2013 2 2 18 5 0
2006 2013 2 2 18 1 0
2007 2013 2 2 18 2 0
2008 2013 2 2 18 9 0
2009 2013 2 2 18 40 1
2010 2013 2 2 18 72 5
2011 2013 2 2 18 6 0
2012 2013 2 2 18 45 5
1995 2014 2 2 18 1 0
1996 2014 2 2 18 2 0
1998 2014 2 2 18 9 0
1999 2014 2 2 18 11 0
2003 2014 2 2 18 3 0
2004 2014 2 2 18 2 0
2005 2014 2 2 18 5 0
2006 2014 2 2 18 1 0
2007 2014 2 2 18 2 0
2008 2014 2 2 18 9 0
2009 2014 2 2 18 40 0
2010 2014 2 2 18 72 0
2011 2014 2 2 18 6 0
2012 2014 2 2 18 45 0
2013 2014 2 2 18 19 1
1995 2015 2 2 18 1 0
1996 2015 2 2 18 2 0
1998 2015 2 2 18 9 0
1999 2015 2 2 18 11 0
2003 2015 2 2 18 3 0
2004 2015 2 2 18 2 0
2005 2015 2 2 18 5 0
2006 2015 2 2 18 1 0
2007 2015 2 2 18 2 0
2008 2015 2 2 18 9 0
2009 2015 2 2 18 40 0
2010 2015 2 2 18 72 2
2011 2015 2 2 18 6 0
2012 2015 2 2 18 45 1
2013 2015 2 2 18 19 0
2014 2015 2 2 18 8 2
1995 2016 2 2 18 1 0
1996 2016 2 2 18 2 0
1998 2016 2 2 18 9 0
1999 2016 2 2 18 11 0
2003 2016 2 2 18 3 0
2004 2016 2 2 18 2 0
2005 2016 2 2 18 5 0
2006 2016 2 2 18 1 0
2007 2016 2 2 18 2 0
2008 2016 2 2 18 9 0
2009 2016 2 2 18 40 0
2010 2016 2 2 18 72 0
2011 2016 2 2 18 6 0
2012 2016 2 2 18 45 1
2013 2016 2 2 18 19 0
2014 2016 2 2 18 8 0
2015 2016 2 2 18 25 2
1995 2017 2 2 18 1 0
1996 2017 2 2 18 2 0
1998 2017 2 2 18 9 0
1999 2017 2 2 18 11 0
2003 2017 2 2 18 3 0
2004 2017 2 2 18 2 0
2005 2017 2 2 18 5 0
2006 2017 2 2 18 1 0
2007 2017 2 2 18 2 0
2008 2017 2 2 18 9 0
2009 2017 2 2 18 40 0
2010 2017 2 2 18 72 0
2011 2017 2 2 18 6 0
